p,r,count_chunks,total_samples,cmi_mean,cmi_std,cmi_sem
0.050000,6,10,2000,0.002270960773303664,0.007089583701977112,0.002241923216065606
0.050000,8,10,2000,-0.003398663571882155,0.009915528961468712,0.003135565572360508
0.050000,10,10,2000,-0.008290114023473216,0.01070563830862717,0.003385420086121448
0.110000,6,10,2000,0.007261896155681594,0.01802389208847378,0.005699655130066623
0.110000,8,10,2000,-0.01895986160978353,0.03091243514777762,0.009775370308922096
0.110000,10,10,2000,-0.07419251123458111,0.05350311763361348,0.01691917136421368
0.150000,6,10,2000,-0.005482000279561362,0.003458476376750321,0.001093666258441762
0.150000,8,10,2000,-0.03375739631691633,0.005728410895968171,0.001811482580458527
0.150000,10,10,2000,-0.07215090918976909,0.01185031668269257,0.003747399171159935
