p,r,count_chunks,total_samples,cmi_mean,cmi_std,cmi_sem
0.050000,8,100,196,0.008948644623902808,0.0424563431925655,0.00424563431925655
0.110000,8,99,195,-0.03493050970071618,0.2890063131310222,0.02904622735453223
0.150000,8,100,196,-0.02781280435694636,0.0611873882000221,0.00611873882000221
