mi_samples,n_repeats,eval_seeds,mi_mean,mi_std_across_seeds,mi_min,mi_max,mean_bootstrap_std
40000,5,"[0, 1, 2, 3, 4]",1.0949891090393067,0.018054424460385844,1.0741596221923828,1.1215271949768066,0.022043498225954677
