p,r,chi,old_mean,old_sem,new_mean,new_sem,z_delta,combined_mean,combined_sem,sem_reduction_vs_best_single
0.11,6,192,0.007789703648327233,0.00240015709582948,0.004788880259629857,0.002315148005435911,-0.8998601222460362,0.006235209688621034,0.0016662994911532955,0.28026222017467387
0.15,6,256,0.001241025210418241,0.0004257069900252226,0.0001500480699429886,0.0003809701815079998,-1.9096952593818482,0.0006352186010721104,0.0002838900445826455,0.25482344875411413
